book_id,title,authors,average_rating,num_of_pages,ratings_count,text_reviews_count,publisher,ratings_dist,indices,distance
21705,The Black Dahlia Files: The Mob  the Mogul  and the Murder That Transfixed Los Angeles,Donald H. Wolfe,3.84,448,635,57,Harper Paperbacks,3,"[5781, 9555, 6010, 5513, 6030, 7296]","[0.0, 17.580173491749164, 23.43122916110036, 23.537971450403283, 27.388764119616642, 27.677660667043376]"
21710,Corroborating Evidence: The Black Dahlia Murder,William T. Rasmussen,3.39,234,12,1,Sunstone Press,3,"[5782, 8418, 479, 10110, 4994, 1624]","[0.0, 2.0690335908341364, 2.5503137061938084, 2.7527440854536405, 3.025243791829016, 3.1074265880306813]"
21712,Childhood Shadows: The Hidden Story of the Black Dahlia Murder,Mary  Pacios,3.5,292,50,4,Authorhouse,3,"[5783, 6118, 2439, 4732, 246, 9222]","[0.0, 4.733877902945956, 5.507848944914884, 6.104948812234219, 6.165581886569994, 6.5]"
21717,Triptych (Will Trent  #1),Karin Slaughter,4.13,393,42325,2011,Delacorte Press,4,"[5784, 7072, 5210, 1483, 8672, 2946]","[0.0, 194.17002884070448, 245.7845959371742, 425.55493758150664, 506.41888787840446, 619.4354708119321]"
21718,Blindsighted (Grant County  #1),Karin Slaughter,4.09,418,53996,2171,HarperTorch,4,"[5785, 4189, 10462, 4129, 5887, 8699]","[0.0, 179.49098055334144, 298.9063425222021, 344.4563740156364, 459.187679386109, 563.0754922743486]"
21719,Kisscut (Grant County  #2),Karin Slaughter,4.09,436,25675,1096,HarperTorch,4,"[5786, 3791, 7794, 3383, 1421, 1835]","[0.0, 297.37874100210996, 332.2906018833515, 333.0090751015654, 392.9519202141657, 396.8930537311027]"
21720,Beyond Reach (Grant County  #6),Karin Slaughter,4.19,404,19136,979,Delacorte Press,4,"[5787, 10559, 5447, 3434, 6161, 4418]","[0.0, 137.29538411760242, 225.71670053409872, 247.98390996191668, 274.94619400893697, 304.59491542046464]"
21721,A Faint Cold Fear (Grant County  #3),Karin Slaughter,4.08,422,25119,900,Harper,4,"[5788, 4090, 3108, 1328, 5657, 4624]","[0.0, 53.795970109293506, 140.5919272220137, 167.00476909358008, 181.22101864850003, 206.77524247356112]"
21722,Faithless (Grant County  #5),Karin Slaughter,4.12,549,21130,708,Dell Publishing Company,4,"[5789, 4539, 3412, 2943, 3148, 569]","[0.0, 222.5737722643888, 230.66216074597062, 284.58567233787437, 296.97681795049255, 324.71065904894465]"
21723,Like A Charm,Karin Slaughter/Peter Robinson/John Connolly/Denise Mina/Mark Billingham,3.48,384,22,4,William Morrow Paperbacks,3,"[5790, 6595, 1628, 8960, 10532, 1803]","[0.0, 2.018142710513803, 5.141556184658493, 6.001199880023994, 6.095900261651268, 6.797793759742936]"
21725,Like a Charm,Karin Slaughter/Denise Mina/John Harvey/Kelley Armstrong/John Connolly/Emma Donoghue/Jane Haddam/Laura Lippman/Peter Robinson/Fidelis Morgan/Peter Moore Smith/Lynda La Plante/Jerrilyn Farmer/Lee Child/Mark Billingham,3.48,384,1322,88,Arrow,3,"[5791, 10092, 9361, 2784, 775, 1256]","[0.0, 17.187859087158007, 30.06912203573626, 32.2048459086517, 32.698136032501914, 33.301945889091826]"
21735,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,4.16,14,178,35,Brilliance Audio,4,"[5792, 5752, 4982, 9196, 7294, 5751]","[0.0, 5.000159997440082, 12.885650934275692, 14.388498879313296, 17.062734247476282, 21.283817796626618]"
21739,The Visitor (Jack Reacher  #4),Lee Child/Hayward Morse/Garrick Hagon,4.09,15,4,0,Soundings,4,"[5793, 5797, 5803, 9352, 2900, 4276]","[0.0, 1.0024470060806208, 1.7320508075688772, 1.7472549899771357, 2.002023975880409, 2.0415925156602626]"
21742,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09,3,16,3,Nova Audio Books,4,"[5794, 5583, 4270, 4368, 5760, 5838]","[0.0, 2.0063897926375125, 2.251133048044917, 3.162672920173694, 3.3166398658883662, 3.3168659906604607]"
21743,Killing Floor (Jack Reacher  #1),Lee Child/Dick Hill,4.05,3,124,27,Brilliance Audio,4,"[5795, 1933, 5748, 6606, 5731, 3874]","[0.0, 7.416872656315463, 10.247775368342147, 10.488207663848003, 11.271774483194738, 11.789830363495481]"
21745,Without Fail (Jack Reacher  #6),Lee Child/Dick Hill,4.15,14,64395,1617,Brilliance Audio,4,"[5796, 6466, 8454, 2612, 7872, 6689]","[0.0, 574.7242859841577, 647.9783966306284, 806.1178604273696, 819.847547352555, 831.2286593350833]"
21746,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,4.16,14,4,0,Brilliance Audio,4,"[5797, 5793, 5803, 5804, 4276, 9352]","[0.0, 1.0024470060806208, 1.4159449141827518, 2.23606797749979, 2.2617692189964917, 2.4547097588106013]"
21747,One Shot (Jack Reacher  #9),Lee Child/Dick Hill,4.21,12,138,26,Brilliance Audio,4,"[5798, 1959, 5754, 2452, 4775, 5748]","[0.0, 6.16578462160332, 6.324752959602454, 9.695875411740808, 11.450873329139572, 12.04163194920024]"
21749,Bad Luck and Trouble (Jack Reacher  #11),Lee Child,4.18,13,53,15,Random House Audio,4,"[5799, 4794, 40, 5835, 6187, 2853]","[0.0, 3.7464783463941176, 3.8887658710701523, 6.403506851718049, 6.489137076684387, 7.0733584668105145]"
21751,The Enemy (Jack Reacher  #8),Lee Child,4.16,6,10,3,Brilliance Audio,4,"[5800, 10886, 5760, 636, 1451, 10266]","[0.0, 2.4496734476252136, 3.7421384260874158, 4.123542166632954, 4.2821022874284544, 4.585368033211729]"
21752,The Visitor (Jack Reacher  #4),Lee Child/Hayward Morse,4.09,14,7,1,Soundings,4,"[5801, 2663, 2900, 5797, 5793, 5805]","[0.0, 2.710737906917598, 3.0013496963866104, 3.1630523233105077, 3.3166247903554, 4.0]"
21753,Echo Burning (Jack Reacher  #5),Lee Child,4.01,5,40,14,Brilliance Audio,4,"[5802, 2816, 5836, 5532, 11080, 5846]","[0.0, 3.5173996076647303, 5.2016920324063785, 5.852349955359813, 6.783391482142248, 7.21154629743164]"
21756,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09,14,3,1,Brilliance Audio,4,"[5803, 5804, 5797, 5793, 4276, 9352]","[0.0, 1.0024470060806208, 1.4159449141827518, 1.7320508075688772, 1.7799157283422156, 2.0131815616083912]"
21758,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,4.16,14,3,2,Brilliance Audio,4,"[5804, 5803, 5797, 9352, 5793, 4276]","[0.0, 1.0024470060806208, 2.23606797749979, 2.2417850030723283, 2.4504897469689606, 2.472973918180295]"
21759,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09,14,11,1,Brilliance Audio,4,"[5805, 8850, 5233, 2663, 5801, 10266]","[0.0, 3.0139840742777655, 3.162419959461425, 3.917665120961719, 4.0, 5.477964950599812]"
21763,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09,14,18,4,Brilliance Audio,4,"[5806, 5986, 5344, 1410, 4819, 5747]","[0.0, 2.4495713910804886, 3.0013496963866104, 3.4717286760344623, 4.127953488110059, 4.801832983351254]"
21764,The Enemy (Jack Reacher  #8),Lee Child/Dick Hill,4.16,14,1,0,Brilliance Audio,4,"[5807, 4276, 5803, 5804, 5797, 9352]","[0.0, 1.4545102268461365, 2.237163382500259, 2.8284271247461903, 3.0, 3.004263636900064]"
21765,Blood on the Moon: The Assassination of Abraham Lincoln,Edward Steers Jr.,4.13,360,497,58,University Press of Kentucky,4,"[5808, 10877, 7884, 3705, 2783, 6128]","[0.0, 14.527081606434239, 17.4079321000514, 19.545252620521435, 22.136325349976225, 26.172993714896275]"
21766,The Blood of the Moon: Understanding the Historic Struggle Between Islam and Western Civilization,George Grant,3.69,224,70,8,Thomas Nelson,3,"[5809, 10219, 9145, 8021, 7225, 2024]","[0.0, 3.502913073429028, 4.474326765000518, 5.106162942954327, 5.118837758710467, 5.214748316074324]"
21767,Blood on the Moon (Lloyd Hopkins  #1),James Ellroy,3.44,272,1612,100,Vintage,3,"[5810, 616, 8796, 4356, 5500, 7194]","[0.0, 25.49604675238889, 28.91834020133244, 33.78513874472029, 34.27145897098634, 34.82165418241931]"
21768,Blood Moon Over Bengal,Morag McKendrick Pippin,3.47,337,20,6,Leisure Books,3,"[5811, 8414, 4399, 3404, 5869, 3512]","[0.0, 3.018095425926755, 4.321157252403573, 5.3853969213048725, 7.081814739175264, 7.141491440868637]"
21773,Blood Moon Over Britain,Morag McKendrick Pippin,3.44,323,17,4,Leisure Books,3,"[5812, 7131, 4227, 7762, 11075, 730]","[0.0, 3.3896902513356584, 3.751386410382167, 3.7609041466115567, 3.7762547583551616, 4.130084744893257]"
21776,The Silent Gondoliers,William Goldman,3.81,128,1339,136,Del Rey,3,"[5813, 10684, 1095, 2854, 10089, 3449]","[0.0, 33.734909218789966, 43.116140829160486, 46.097732048334, 59.917217058204564, 59.97500229262188]"
21779,The Season: A Candid Look at Broadway,William Goldman,4.1,448,291,35,Limelight,4,"[5814, 2479, 8352, 6545, 8095, 10451]","[0.0, 8.367323347403278, 14.900070469632015, 18.110869664375592, 22.521565220916596, 26.32544206656367]"
21782,Heat,William Goldman,3.37,244,242,17,Warner Books (NY),3,"[5815, 2197, 9516, 6280, 1456, 2778]","[0.0, 8.216087876842604, 9.442038974713036, 12.159971217071199, 12.391432524127305, 12.745022557845866]"
21783,Tinsel,William Goldman,3.19,399,258,14,Dell,3,"[5816, 510, 4243, 1305, 1788, 6173]","[0.0, 9.907981630988221, 12.266870016430435, 18.06680934753007, 18.512765865747884, 20.715800732774007]"
21784,William Goldman: Four Screenplays,William Goldman,4.29,504,17,1,Applause Books,4,"[5817, 10450, 5299, 6956, 9015, 2021]","[0.0, 2.4886944368483648, 5.483876366221252, 6.409243325073562, 8.069008613206458, 8.129575634681062]"
21787,The Princess Bride,William Goldman,4.26,456,703676,13878,Ballantine Books,4,"[5818, 6512, 2959, 1475, 1987, 1524]","[0.0, 36777.48449965685, 36782.61622017798, 41427.14312223811, 56412.18012096413, 57136.73195092978]"
21799,Hype and Glory,William Goldman/P. Gethers,3.67,306,129,14,Villard,3,"[5819, 2048, 10557, 10693, 3618, 7710]","[0.0, 5.857781149889436, 6.633618921825401, 8.774970085419096, 9.696850003996143, 11.704699910719626]"
21803,La princesa prometida,William Goldman,4.26,480,39,7,Planeta Publishing,4,"[5820, 9201, 7515, 1905, 9943, 3681]","[0.0, 1.0885311203635841, 5.099107765089889, 5.221120569379719, 6.5103302527598395, 7.2114422967947265]"
21806,Boys and Girls Together,William Goldman,3.67,768,753,59,Ballantine Books,3,"[5821, 6146, 8232, 8070, 2921, 9042]","[0.0, 18.281206196528718, 43.05821640523444, 61.213923252802545, 70.04435451911881, 89.98345681290533]"
21819,Wait Till Next Year: The Story of a Season When What Should've Happened Didn't  and What Could've Gone Wrong Did,William Goldman/Mike Lupica,3.94,363,90,11,Bantam,3,"[5822, 6987, 4199, 6509, 2771, 4120]","[0.0, 7.141435429939838, 8.691812239113315, 9.492228400117646, 10.353434212859035, 10.81931605971468]"
21823,The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,4.26,283,460,73,Harcourt  Brace  Jovanovich,4,"[5823, 1241, 6569, 10269, 1074, 10551]","[0.0, 15.048219163741601, 24.40414923737355, 25.351639000269785, 28.934202943920884, 29.43462077214517]"
21829,Creepers,David Morrell,3.66,388,4513,515,CDS Books,3,"[5824, 4388, 2409, 5871, 662, 10518]","[0.0, 28.46051475289932, 72.67079261986895, 84.22071954097757, 100.32948918438686, 123.44702548056799]"
21830,The Totem,David Morrell,3.58,448,1152,76,Grand Central Publishing,3,"[5825, 9230, 2003, 8097, 11092, 10107]","[0.0, 15.81265316131357, 20.88291406868304, 35.79318510554768, 36.33379143442093, 36.7892497884912]"
21832,The League of Night and Fog (Mortalis  #3),David Morrell,4.1,448,2564,64,Grand Central Publishing,4,"[5826, 8954, 2773, 6261, 7804, 4660]","[0.0, 35.01460409600543, 41.617305294792935, 53.8238618086811, 58.932355289772694, 60.45689456133188]"
21836,Scavenger (Frank Balenger  #2),David Morrell,3.6,368,1760,190,Vanguard Press,3,"[5827, 3243, 6237, 7020, 1768, 1510]","[0.0, 35.44071246462182, 40.213927935480264, 54.38927835520526, 61.56684253719692, 63.80604673539962]"
21837,The Fraternity of the Stone (Mortalis  #2),David Morrell,4.16,448,2646,68,Headline,4,"[5828, 2892, 1853, 6305, 2347, 1349]","[0.0, 35.491407410808606, 59.58321911410964, 75.06021649315967, 75.75645187045127, 81.44687164035216]"
21838,The Brotherhood of the Rose (Mortalis  #1),David Morrell,4.14,416,5422,163,Headline Book Publishing,4,"[5829, 8774, 10926, 10469, 9953, 6092]","[0.0, 74.67932511746474, 98.76740403594701, 104.87158051636297, 106.37751830156596, 131.62068074584633]"
21841,The Protector (Cavanaugh #1),David Morrell,3.94,401,2222,80,Warner Books (NY),3,"[5830, 9233, 3144, 9838, 3129, 6634]","[0.0, 13.076712124995336, 40.211969611049895, 40.45988754309631, 42.731950575652405, 44.68802524166849]"
21845,Assumed Identity,David Morrell,3.78,512,1118,46,Vision,3,"[5831, 6259, 7319, 10561, 7384, 3047]","[0.0, 20.3966296235432, 21.025936364404796, 23.62278772710791, 25.260443384865596, 32.40642528882197]"
21848,Double Image,David Morrell,3.55,510,3,1,Le Livre de Poche,3,"[5832, 4155, 7940, 7545, 5648, 8763]","[0.0, 3.0001499962501876, 3.022730553655089, 3.3418707335862052, 3.4788647573597915, 3.7416707498121746]"
21862,La Cinquième profession,David Morrell,3.99,539,9,2,Le Livre de Poche,3,"[5833, 6532, 10648, 5061, 8818, 7043]","[0.0, 5.751877954198958, 6.172203820354606, 7.93756259817836, 8.834500551813894, 11.091185689546451]"
21874,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Jamie Glover,4.25,6,16,1,HarperAudio,4,"[5834, 4229, 5838, 5794, 5760, 1059]","[0.0, 2.019504889818294, 2.4524273689550933, 3.609099610706249, 3.7446628686705563, 3.752878894928532]"
21895,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Tom Sellwood,4.25,13,48,19,Audiogo,4,"[5835, 5799, 4794, 5284, 2816, 5926]","[0.0, 6.403506851718049, 8.891996401258831, 8.892924153505415, 9.577186434438874, 9.97174006881447]"
21906,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Jamie Glover,4.25,6,39,9,HarperAudio,4,"[5836, 11080, 3355, 2408, 7995, 5802]","[0.0, 2.239285600364545, 4.260528136276065, 4.589389937671455, 5.000489975992353, 5.2016920324063785]"
21928,Time To Hunt (Bob Lee Swagger  #3),Stephen Hunter/Beau Bridges,4.26,0,11,1,Random House Audio,4,"[5837, 6965, 1064, 3487, 636, 2440]","[0.0, 1.4810806865258894, 1.605490579231158, 2.236425719759098, 2.4498163196452096, 2.7545598559479516]"
21930,Black Light (Bob Lee Swagger  #2),Stephen Hunter/Beau Bridges,4.13,4,17,0,Random House Audio Publishing Group,4,"[5838, 4229, 5017, 5834, 5794, 4270]","[0.0, 1.4232357499725756, 1.7754154443397185, 2.4524273689550933, 3.3168659906604607, 4.248340852615289]"
21931,The Day Before Midnight,Stephen Hunter/Philip Bosco,4.01,0,1,0,Random House Audio,4,"[5839, 4919, 5842, 8989, 7135, 2711]","[0.0, 0.08999999999999986, 1.0007996802557444, 1.0012492197250393, 1.0261091559868276, 1.4145317246354001]"
21932,Hot Springs (Earl Swagger  #1),Stephen Hunter/Jay O. Sanders,4.13,0,3,0,Simon & Schuster Audio,4,"[5840, 9640, 853, 5278, 5772, 2711]","[0.0, 0.05999999999999961, 1.0562196741208714, 1.100727032465361, 1.156027681329474, 1.4221462653327892]"
21933,Point Of Impact (Bob Lee Swagger  #1),Stephen Hunter/Beau Bridges,4.27,0,15,1,RH Audio,4,"[5841, 9036, 5848, 3487, 4368, 4270]","[0.0, 1.7822457742971365, 1.9206509313251066, 2.2366269246345043, 2.837763203651778, 3.001066477104431]"
21934,Dirty White Boys,Stephen Hunter/Will Patten,4.05,0,1,1,Hachette Audio,4,"[5842, 5839, 4919, 8989, 7135, 2711]","[0.0, 1.0007996802557444, 1.0012492197250393, 1.4170744511139843, 1.4397569239284802, 1.7334647386087783]"
21947,Bevor es Nacht wird. Ein Leben in Havanna,Reinaldo Arenas,4.17,400,16,2,dtv,4,"[5843, 748, 11095, 505, 10523, 10662]","[0.0, 1.0060318086422517, 1.4297202523570827, 2.0048940121612415, 2.02869416127715, 3.171371942866368]"
21969,The Book of the Dead  (Pendergast  #7; Diogenes  #3),Douglas Preston/Lincoln Child/Scott Brick,4.13,0,112,16,Grand Central Publishing,4,"[5844, 3730, 8578, 9545, 4984, 2298]","[0.0, 4.132602085853415, 6.800735254367722, 9.279488132434892, 9.696231226615833, 10.67724683614648]"
21972,Relic (Pendergast #1),Douglas Preston/Lincoln Child,4.02,473,152,41,Brilliance Audio,4,"[5845, 7310, 995, 10983, 597, 4324]","[0.0, 17.834037680794555, 19.748541718314293, 31.480559080168828, 33.76436583145018, 34.205315376414816]"
21974,The Wheel of Darkness (Pendergast  #8),Douglas Preston/Lincoln Child,3.93,0,41,9,Grand Central Publishing,3,"[5846, 5532, 11077, 1325, 5727, 5836]","[0.0, 3.1900470215970174, 5.000489975992353, 5.489708553284045, 5.833429523016457, 6.411115347581886]"
21980,Tyrannosaur Canyon,Douglas Preston/Scott Sowers,3.8,12,79,18,MacMillan Audio,3,"[5847, 6481, 2476, 2755, 10457, 2264]","[0.0, 5.497353908927458, 6.425021400742569, 7.351761693635071, 8.24670237125119, 10.545259598511551]"
21991,Waterworks,E.L. Doctorow/Sam Waterston,3.44,0,16,2,Random House Audio,3,"[5848, 4368, 5841, 4270, 10188, 9036]","[0.0, 1.8330302779823362, 1.9206509313251066, 2.1972937900972638, 2.245907389007837, 2.4835659846277487]"
21996,The Devil in the White City: Murder  Magic  and Madness at the Fair That Changed America,Erik Larson/Tony Goldwyn,3.99,447,421575,23793,Random House Audio Publishing Group,3,"[5849, 3490, 2865, 9951, 9216, 10728]","[0.0, 13427.846067765298, 18527.40454108184, 19279.630727884807, 19738.660821142348, 20246.725513030495]"
22017,King Icahn,Mark      Stevens/Carol Bloom Stevens,3.97,336,35,1,Dutton Books,3,"[5850, 512, 7090, 6112, 9751, 589]","[0.0, 7.076609357594921, 7.28186789223754, 7.814249804043892, 8.619889790478762, 10.050373127401787]"
22026,The Sicilian,Mario Puzo,3.97,416,16557,502,Ballantine Books,3,"[5851, 8749, 9638, 6561, 5888, 5766]","[0.0, 187.51533937254308, 192.07811561966136, 198.0581290934558, 223.8329207243653, 242.04555955439463]"
22027,The Dark Arena,Mario Puzo,3.35,288,1554,54,Ballantine Books,3,"[5852, 2660, 4309, 10390, 9452, 7805]","[0.0, 24.769893015513812, 25.495962425450816, 29.36818005937719, 51.48421214314151, 51.78837803986527]"
22028,Omerta,Mario Puzo,3.71,369,12374,330,Ballantine Books,3,"[5853, 8358, 10011, 1866, 6164, 3107]","[0.0, 42.215111038584276, 58.736823203166175, 136.4374450068602, 147.24469464126713, 150.56103114684092]"
22035,Fools Die,Mario Puzo,3.72,544,5197,215,Signet,3,"[5854, 1345, 3896, 1343, 4685, 8088]","[0.0, 52.03863564698829, 80.01335451035658, 124.52313881363575, 134.13888362439877, 155.79474830686686]"
22036,The Godfather,Mario Puzo/Peter Bart/Robert Thompson,4.37,448,180,17,New American Library,4,"[5855, 5146, 8706, 359, 9115, 6683]","[0.0, 7.875633307868009, 9.273753285482636, 9.55047642790662, 11.917449391543478, 16.195088761720324]"
22037,The Fortunate Pilgrim,Mario Puzo,3.83,304,3232,222,Ballantine Books,3,"[5856, 4099, 10847, 7674, 6623, 945]","[0.0, 45.343454874987195, 48.51814093717937, 53.40412811759031, 54.45181356024793, 54.57123418065602]"
22060,On the Road to Perdition — Oasis  Sanctuary  and Detour — (Road to Perdition  #2),Max Allan Collins/José Luis García-López/Steve Lieber/Josef Rubinstein/Rob Leigh/Bob Lappan,3.66,294,168,14,DC Comics,3,"[5857, 7005, 7802, 10636, 6947, 10652]","[0.0, 6.406902527743028, 7.488551261759514, 7.636334199077461, 8.549625722802139, 8.606880968155654]"
22061,Oasis (On the Road to Perdition  #1),Max Allan Collins/Steve Lieber/Josef Rubinstein/Rob Leigh/José Luis García-López/Bob Lappan,3.55,96,76,5,DC Comics,3,"[5858, 6367, 7713, 614, 3324, 7544]","[0.0, 1.4934523762075578, 4.017076051060024, 4.4722365769265835, 5.230678732248808, 6.08305844127771]"
22063,Double Dealer (CSI: Crime Scene Investigation  #1),Max Allan Collins/Mike Flaherty,3.67,320,1029,53,Pocket Books,3,"[5859, 2973, 9851, 7140, 10134, 10796]","[0.0, 16.31491342300044, 28.357053796189756, 30.677289645599398, 34.72917505498799, 36.271316491133874]"
22065,The London Blitz Murders (Disaster Series  #5),Max Allan Collins,3.72,272,209,35,Berkley,3,"[5860, 3023, 8737, 5070, 4750, 7836]","[0.0, 9.486880414551456, 10.2975725294848, 16.031921282241875, 17.327723451163457, 18.249736984406105]"
22067,The Last Quarry (Quarry #7),Max Allan Collins,3.93,201,673,68,Hard Crime Case,3,"[5861, 4358, 7231, 9490, 5008, 11055]","[0.0, 19.41732216347043, 24.18682492597985, 24.29152938783394, 26.381880145281535, 27.021622823213264]"
22068,Snake Eyes (CSI: Crime Scene Investigation  #8),Max Allan Collins,3.77,288,457,18,Pocket Star,3,"[5862, 8446, 7986, 841, 6736, 4014]","[0.0, 9.128877258458457, 15.297610924585577, 17.493587396529048, 23.85425748163208, 24.1039415863879]"
22070,A Killing in Comics (Jack & Maggie Starr  #1),Max Allan Collins/Terry Beatty,3.65,272,151,29,Berkley Trade,3,"[5863, 5081, 8627, 9221, 9278, 10124]","[0.0, 10.201102881551583, 16.28302490325431, 17.895253560651216, 18.868410107902573, 19.646946327610305]"
22072,The War of the Worlds Murder (Disaster Series  #6),Max Allan Collins,3.71,256,196,38,Berkley,3,"[5864, 6699, 4414, 355, 5070, 1322]","[0.0, 14.52618325645109, 15.73459881916282, 16.433733598911722, 16.763818180832192, 19.417147061296106]"
22076,From a Buick 8,Stephen King,3.45,356,53587,1330,Scribner,3,"[5865, 8423, 6577, 4170, 3268, 8920]","[0.0, 294.7442418436703, 433.3618146537602, 475.3970939120263, 501.14503699029086, 534.9294517971506]"
22077,The Michael Crichton Collection: Jurassic Park / The Lost World / The Andromeda Strain,Michael Crichton/Chris Noth/Anthony Heald,4.29,0,107,3,Random House Audio,4,"[5866, 10018, 3730, 2298, 9545, 5844]","[0.0, 6.0, 10.81731944614746, 11.576268828944842, 11.757555017944846, 13.929307233312072]"
22082,Jurassic Park,Michael Crichton,4.02,400,27,5,Ballantine Books,4,"[5867, 10654, 3797, 6838, 4633, 2857]","[0.0, 4.2456566041073085, 5.305129593139078, 5.74543296888929, 6.103277807866851, 6.40656694337927]"
22095,Binary,John Lange,3.53,213,94,10,Alfred A. Knopf,3,"[5868, 6277, 5103, 2942, 4701, 6270]","[0.0, 8.903392611808153, 9.273882682026983, 9.274998652291007, 9.64497796783383, 10.2469556454588]"
22114,Un train d'or pour la Crimée,Michael Crichton,3.86,342,16,3,Pocket,3,"[5869, 8791, 3362, 5538, 6194, 3512]","[0.0, 4.17402683268807, 5.016781836994708, 5.394080088393201, 6.403249175223466, 6.413236312502448]"
22120,The Voices of Morebath: Reformation and Rebellion in an English Village,Eamon Duffy,3.69,232,361,39,Yale University Press,3,"[5870, 10022, 6613, 9106, 2817, 8717]","[0.0, 11.662178184198696, 12.806346083094896, 13.004445393787464, 13.749821817027302, 14.49262226099887]"
22121,Imperial Life in the Emerald City: Inside Iraq's Green Zone,Rajiv Chandrasekaran,4.02,320,4545,477,Knopf,4,"[5871, 2409, 4388, 5824, 662, 9513]","[0.0, 43.339645822272246, 83.25328161700294, 84.22071954097757, 90.0399555752889, 97.01222654902834]"
22123,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,3.4,211,34,3,Business Plus,3,"[5872, 3284, 9802, 1810, 10157, 8899]","[0.0, 3.163289427162807, 3.8507272040486065, 4.3973173640300285, 5.198317035349037, 5.2115256883181535]"
22126,Betrayal of Trust: The Collapse of Global Public Health,Laurie Garrett/Steven M. Wolinsky,4.12,768,1126,50,Hachette Books,4,"[5873, 3018, 8597, 4466, 2898, 2964]","[0.0, 6.166003567952259, 29.2066584874066, 41.41267921784342, 63.1271423398842, 81.81100170514965]"
22127,Crash Proof: How to Profit from the Coming Economic Collapse,Peter D. Schiff/John Downes,3.78,272,1086,89,John Wiley & Sons,3,"[5874, 9262, 4554, 8118, 5605, 1957]","[0.0, 12.041611187876812, 18.16987616908822, 22.04885711323832, 25.944342350501003, 27.73247194175088]"
22133,The World  the Text  and the Critic,Edward W. Said/إدوارد سعيد,4.18,336,198,6,Harvard University Press,4,"[5875, 9661, 9469, 2465, 3699, 7410]","[0.0, 10.440478916218355, 13.039156414431112, 17.00264685276972, 17.349916426311683, 17.532030686717384]"
22135,Culture and Imperialism,Edward W. Said,4.15,380,4053,123,Vintage,4,"[5876, 8038, 9166, 8113, 5045, 11022]","[0.0, 25.944471472743476, 39.422105473959654, 41.305410057279424, 46.66988750789957, 46.680107112130756]"
22141,La economía Long Tail,Chris Anderson/Federico Villegas Silva Lezama,3.81,318,24,3,Ediciones Urano,3,"[5877, 4515, 5640, 336, 7597, 730]","[0.0, 3.7425125250291416, 4.246892981933969, 4.899346895250427, 5.401518305069418, 5.478768109712255]"
22146,Prioritizing Web Usability,Jakob Nielsen/Hoa Loranger,3.94,406,599,16,New Riders Publishing,3,"[5878, 2636, 9012, 7622, 6022, 640]","[0.0, 24.19153570983041, 27.387268940148086, 28.462187196348772, 29.49739141008913, 32.015622748901826]"
22148,Homepage Usability: 50 Websites Deconstructed,Jakob Nielsen/Marie Tahir,3.74,336,341,12,New Riders Publishing,3,"[5879, 5764, 4351, 8289, 10603, 8518]","[0.0, 6.4808641399122076, 14.213096073692038, 15.297176210006866, 17.00230572598905, 18.466228634997456]"
22155,Let My People Go Surfing: The Education of a Reluctant Businessman,Yvon Chouinard,4.22,272,7838,681,Penguin Books,4,"[5880, 7180, 990, 4422, 5380, 7065]","[0.0, 85.2585297785506, 130.556504625392, 136.02286903311517, 164.5175066672237, 167.23048795001466]"
22160,And Then There Were None,Agatha Christie/Hugh Fraser,4.26,0,214,49,Audiogo,4,"[5881, 4042, 5750, 11004, 1573, 5751]","[0.0, 9.908829396048759, 13.929307233312072, 20.24901232159238, 21.97857138214402, 29.000291377846533]"
22163,The Wild Trees: A Story of Passion and Daring,Richard   Preston,4.09,294,5588,942,Random House (NY),4,"[5882, 7307, 887, 6098, 704, 1242]","[0.0, 182.68570715849668, 189.28557499186252, 201.92583811884995, 285.261353849413, 296.14038832958937]"
22166,The Boat of Dreams: A Christmas Story,Richard   Preston/George Henry Jennings,3.29,111,115,22,Touchstone Books,3,"[5883, 8561, 10221, 2279, 5514, 612]","[0.0, 2.2733455522643276, 3.0828720375649716, 13.209466302617983, 14.899879194141139, 17.00889473187485]"
22175,Strange Pilgrims,Gabriel García Márquez,4.03,208,6952,422,Vintage,4,"[5884, 3197, 10850, 6456, 3439, 10492]","[0.0, 63.681432929857976, 90.29987596890707, 107.84713672601605, 113.47716774752531, 150.67194861685437]"
22176,Doce cuentos peregrinos,Gabriel García Márquez,4.03,192,3205,195,Vintage,4,"[5885, 7685, 6263, 1762, 1668, 2535]","[0.0, 36.74646241476858, 51.517011753400446, 51.67260008940909, 52.050753116549615, 53.38560199154825]"
